"date","name","type","bx","direction"
2020-02-15,"casa nueva vida","Dairy and Eggs",6,"Distributed"
2020-02-15,"casa nueva vida","Meat/Protein",5,"Distributed"
2020-02-15,"house of hope","Produce",2,"Distributed"
2020-02-15,"house of hope","Dairy and Eggs",2,"Distributed"
2020-02-15,"house of hope","Meat/Protein",3,"Distributed"
2020-02-15,"lowell transitional transitional living center","Bakery",1,"Distributed"
2020-02-15,"lowell transitional transitional living center","Prepared Foods",2,"Distributed"
2020-02-15,"lowell transitional transitional living center","Produce",2,"Distributed"
2020-02-15,"panera - burlington","Bakery",3,"Received"
2020-02-15,"stop and shop arlington","Bakery",1,"Received"
2020-02-15,"stop and shop arlington","Non-perishables",4,"Received"
2020-02-15,"trader joe's - arlington","Bakery",4,"Received"
2020-02-15,"trader joe's - arlington","Prepared Foods",2,"Received"
2020-02-15,"trader joe's - arlington","Produce",8,"Received"
2020-02-15,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-02-15,"trader joes - fresh pond","Bakery",1,"Received"
2020-02-15,"trader joes - fresh pond","Produce",15,"Received"
2020-02-15,"whole foods market - arlington","Bakery",4.5,"Received"
2020-02-15,"whole foods market - arlington","Prepared Foods",2.5,"Received"
2020-02-15,"whole foods market - arlington","Produce",6,"Received"
2020-02-15,"whole foods market - arlington","Dairy and Eggs",2,"Received"
2020-02-15,"wicked bagels","Bakery",4,"Received"
2020-02-16,"brenda","Bakery",5,"Distributed"
2020-02-16,"brenda","Prepared Foods",2,"Distributed"
2020-02-16,"brenda","Produce",6,"Distributed"
2020-02-16,"douglas house","Bakery",1,"Distributed"
2020-02-16,"douglas house","Non-perishables",0.5,"Distributed"
2020-02-16,"douglas house","Prepared Foods",0.5,"Distributed"
2020-02-16,"douglas house","Produce",2,"Distributed"
2020-02-16,"douglas house","Meat/Protein",1,"Distributed"
2020-02-16,"mha walkling court","Bakery",9,"Distributed"
2020-02-16,"mha walkling court","Prepared Foods",4,"Distributed"
2020-02-16,"mha walkling court","Produce",7,"Distributed"
2020-02-16,"mha walkling court","Dairy and Eggs",3,"Distributed"
2020-02-16,"mha walkling court","Meat/Protein",1,"Distributed"
2020-02-16,"panera - burlington","Bakery",5,"Received"
2020-02-16,"trader joe's - arlington","Bakery",5,"Received"
2020-02-16,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-02-16,"trader joe's - arlington","Produce",7,"Received"
2020-02-16,"trader joe's - arlington","Meat/Protein",1.5,"Received"
2020-02-16,"trader joe's - burlington","Bakery",8,"Received"
2020-02-16,"trader joe's - burlington","Non-perishables",1,"Received"
2020-02-16,"trader joe's - burlington","Prepared Foods",2,"Received"
2020-02-16,"trader joe's - burlington","Produce",11,"Received"
2020-02-16,"trader joe's - burlington","Dairy and Eggs",1,"Received"
2020-02-16,"trader joe's - burlington","Meat/Protein",2,"Received"
2020-02-16,"wegmans medford","Bakery",6,"Received"
2020-02-16,"wegmans medford","Prepared Foods",6,"Received"
2020-02-16,"whole foods fresh pond","Bakery",15,"Received"
2020-02-16,"whole foods fresh pond","Prepared Foods",4,"Received"
2020-02-16,"whole foods fresh pond","Produce",7,"Received"
2020-02-16,"whole foods fresh pond","Dairy and Eggs",1,"Received"
2020-02-16,"whole foods market - arlington","Bakery",2,"Received"
2020-02-16,"whole foods market - arlington","Non-perishables",3,"Received"
2020-02-16,"whole foods market - arlington","Produce",2,"Received"
2020-02-16,"wicked bagels","Bakery",5,"Received"
2020-02-17,"brenda","Bakery",5,"Distributed"
2020-02-17,"brenda","Prepared Foods",1,"Distributed"
2020-02-17,"brenda","Produce",7,"Distributed"
2020-02-17,"cfcs-teens learning choices","Bakery",0.5,"Distributed"
2020-02-17,"cfcs-teens learning choices","Prepared Foods",1,"Distributed"
2020-02-17,"cfcs-teens learning choices","Produce",1,"Distributed"
2020-02-17,"cfcs-teens learning choices","Dairy and Eggs",2,"Distributed"
2020-02-17,"cfcs-teens learning choices","Meat/Protein",0.5,"Distributed"
2020-02-17,"drake village","Bakery",3,"Distributed"
2020-02-17,"drake village","Prepared Foods",2,"Distributed"
2020-02-17,"drake village","Produce",6,"Distributed"
2020-02-17,"fidelity house","Non-perishables",2,"Distributed"
2020-02-17,"fidelity house","Prepared Foods",1,"Distributed"
2020-02-17,"fidelity house","Produce",2,"Distributed"
2020-02-17,"fidelity house","Dairy and Eggs",1,"Distributed"
2020-02-17,"let - lex eat together","Produce",1,"Distributed"
2020-02-17,"massachusetts bay veterans center","Prepared Foods",3,"Distributed"
2020-02-17,"massachusetts bay veterans center","Produce",2,"Distributed"
2020-02-17,"medford family life","Bakery",8,"Distributed"
2020-02-17,"medford family life","Prepared Foods",3.5,"Distributed"
2020-02-17,"medford family life","Produce",4,"Distributed"
2020-02-17,"menotomy manor","Bakery",3,"Distributed"
2020-02-17,"menotomy manor","Prepared Foods",1,"Distributed"
2020-02-17,"menotomy manor","Produce",7,"Distributed"
2020-02-17,"menotomy manor","Dairy and Eggs",2,"Distributed"
2020-02-17,"washington st residents","Bakery",1,"Distributed"
2020-02-17,"washington st residents","Non-perishables",0.5,"Distributed"
2020-02-17,"washington st residents","Produce",1,"Distributed"
2020-02-17,"washington st residents","Dairy and Eggs",0.5,"Distributed"
2020-02-17,"washington st residents","Meat/Protein",1,"Distributed"
2020-02-17,"breadboard bakery","Bakery",3.5,"Received"
2020-02-17,"great harvest bread","Bakery",1,"Received"
2020-02-17,"panera - burlington","Bakery",3,"Received"
2020-02-17,"panera - lexington","Bakery",4,"Received"
2020-02-17,"trader joe's - arlington","Bakery",5,"Received"
2020-02-17,"trader joe's - arlington","Non-perishables",1,"Received"
2020-02-17,"trader joe's - arlington","Prepared Foods",3,"Received"
2020-02-17,"trader joe's - arlington","Produce",8,"Received"
2020-02-17,"trader joe's - arlington","Dairy and Eggs",1,"Received"
2020-02-17,"trader joe's - arlington","Meat/Protein",2,"Received"
2020-02-17,"trader joe's - burlington","Bakery",7,"Received"
2020-02-17,"trader joe's - burlington","Prepared Foods",1,"Received"
2020-02-17,"trader joe's - burlington","Produce",9,"Received"
2020-02-17,"trader joe's - burlington","Dairy and Eggs",2,"Received"
2020-02-17,"trader joe's - burlington","Meat/Protein",2,"Received"
2020-02-17,"wegmans medford","Bakery",4,"Received"
2020-02-17,"wegmans medford","Prepared Foods",2,"Received"
2020-02-17,"wegmans medford","Produce",37,"Received"
2020-02-17,"wegmans medford","Meat/Protein",8.25,"Received"
2020-02-17,"whole foods market - arlington","Bakery",3.5,"Received"
2020-02-17,"whole foods market - arlington","Non-perishables",1,"Received"
2020-02-17,"whole foods market - arlington","Prepared Foods",1.5,"Received"
2020-02-17,"whole foods market - arlington","Produce",5,"Received"
2020-02-17,"whole foods market - medford","Bakery",10,"Received"
2020-02-17,"whole foods market - medford","Non-perishables",3,"Received"
2020-02-17,"whole foods market - medford","Prepared Foods",5,"Received"
2020-02-17,"whole foods market - medford","Produce",6,"Received"
2020-02-17,"whole foods market - medford","Dairy and Eggs",3,"Received"
2020-02-17,"wicked bagels","Bakery",8,"Received"
2020-02-18,"arlington boys & girls club","Non-perishables",2.5,"Distributed"
2020-02-18,"arlington boys & girls club","Prepared Foods",0.5,"Distributed"
2020-02-18,"arlington boys & girls club","Produce",2,"Distributed"
2020-02-18,"arlington boys & girls club","Dairy and Eggs",1,"Distributed"
2020-02-18,"arlington eats / thompson school snack program","Produce",2,"Distributed"
2020-02-18,"arlington eats market","Bakery",18,"Distributed"
2020-02-18,"arlington eats market","Prepared Foods",1,"Distributed"
2020-02-18,"arlington eats market","Produce",4.5,"Distributed"
2020-02-18,"arlington eats market","Meat/Protein",2,"Distributed"
2020-02-18,"chestnut manor","Bakery",6,"Distributed"
2020-02-18,"chestnut manor","Non-perishables",2.5,"Distributed"
2020-02-18,"chestnut manor","Prepared Foods",6.5,"Distributed"
2020-02-18,"chestnut manor","Produce",10.5,"Distributed"
2020-02-18,"chestnut manor","Dairy and Eggs",1,"Distributed"
2020-02-18,"chestnut manor","Meat/Protein",2.5,"Distributed"
2020-02-18,"cusack terrace","Bakery",2,"Distributed"
2020-02-18,"cusack terrace","Non-perishables",1,"Distributed"
2020-02-18,"cusack terrace","Prepared Foods",1,"Distributed"
2020-02-18,"cusack terrace","Produce",3,"Distributed"
2020-02-18,"cusack terrace","Dairy and Eggs",0.5,"Distributed"
2020-02-18,"cusack terrace","Meat/Protein",1.5,"Distributed"
2020-02-18,"housing families, inc.","Non-perishables",3,"Distributed"
2020-02-18,"housing families, inc.","Prepared Foods",3,"Distributed"
2020-02-18,"housing families, inc.","Produce",3,"Distributed"
2020-02-18,"housing families, inc.","Dairy and Eggs",3,"Distributed"
2020-02-18,"housing families, inc.","Meat/Protein",2,"Distributed"
2020-02-18,"joseph m. tierney learning center","Bakery",4,"Distributed"
2020-02-18,"joseph m. tierney learning center","Non-perishables",2,"Distributed"
2020-02-18,"joseph m. tierney learning center","Produce",8,"Distributed"
2020-02-18,"joseph m. tierney learning center","Dairy and Eggs",2,"Distributed"
2020-02-18,"medford senior center","Bakery",2,"Distributed"
2020-02-18,"medford senior center","Produce",2,"Distributed"
2020-02-18,"menotomy manor","Prepared Foods",2.5,"Distributed"
2020-02-18,"menotomy manor","Produce",3,"Distributed"
2020-02-18,"panera - lexington","Bakery",3,"Received"
2020-02-18,"russo's","Produce",4,"Received"
2020-02-18,"stop and shop arlington","Bakery",1,"Received"
2020-02-18,"stop and shop arlington","Non-perishables",3,"Received"
2020-02-18,"trader joe's - arlington","Bakery",6,"Received"
2020-02-18,"trader joe's - arlington","Non-perishables",2,"Received"
2020-02-18,"trader joe's - arlington","Prepared Foods",1,"Received"
2020-02-18,"trader joe's - arlington","Produce",3,"Received"
2020-02-18,"trader joe's - arlington","Dairy and Eggs",0.5,"Received"
2020-02-18,"trader joe's - arlington","Meat/Protein",3,"Received"
2020-02-18,"whole foods market - arlington","Bakery",2,"Received"
2020-02-18,"whole foods market - arlington","Prepared Foods",1.5,"Received"
2020-02-18,"whole foods market - arlington","Produce",4.5,"Received"
